id,sentiment_food,sentiment_environment,sentiment_service,sentiment_value,sentiment_consistency,sentiment_reputation,sentiment_convenience,sentiment_innovation,sentiment_family_friendly,review_id,labeler_id
43,1,0,1,0,1,0,0,0,0,45867,16
44,1,1,1,1,0,1,0,0,0,15049,16
45,1,0,0,1,0,0,0,0,0,41898,16
46,0,0,1,1,1,1,0,1,0,22266,16
47,1,0,0,1,0,0,0,0,0,15057,16
48,1,1,0,0,0,0,0,0,0,9567,16
49,1,1,1,1,0,0,0,1,0,12925,16
50,1,1,1,0,0,0,0,0,1,26560,16
51,1,0,1,0,0,0,0,0,0,45333,16
52,1,0,1,1,0,1,0,0,0,37959,16
53,1,1,1,0,1,0,0,0,0,46454,16
54,1,1,0,0,0,0,1,0,0,29618,16
55,1,0,1,0,1,1,0,0,0,25196,16
56,1,1,1,0,1,1,0,1,0,37790,16
57,1,1,0,0,0,0,0,0,0,25878,16
58,1,0,1,1,0,0,0,0,0,7473,16
59,1,1,0,0,1,1,0,0,0,32835,16
60,1,0,1,0,0,0,0,0,0,44481,16
61,1,0,1,0,0,0,0,0,0,24631,16
62,1,1,1,1,0,0,0,0,0,3140,16
63,1,0,1,1,0,0,0,0,0,29277,16
64,1,0,0,0,0,0,0,0,0,30127,16
65,1,1,0,1,0,0,0,0,0,34380,16
66,0,0,0,1,0,1,0,0,0,39615,16
67,1,0,1,1,0,0,0,0,0,14008,16
68,1,1,1,1,0,1,0,1,0,23923,16
69,1,0,1,0,0,0,0,0,0,7076,16
70,1,0,1,1,1,0,0,0,0,19295,16
71,1,1,0,0,0,0,0,0,0,34189,16
72,1,1,0,1,1,0,0,0,0,18044,16
73,1,0,1,0,1,0,0,0,0,46267,16
74,1,1,1,1,1,0,0,0,0,33760,16
75,1,0,0,0,0,0,0,1,0,38650,16
76,1,0,0,1,0,0,1,0,0,7048,16
77,1,1,1,0,0,0,0,0,0,37179,16
78,1,1,0,0,0,0,0,0,0,31618,16
79,1,1,1,0,1,0,0,0,0,26148,3
80,1,1,1,0,0,0,0,0,0,26339,3
81,1,0,1,0,1,1,0,1,0,22266,3
82,0,1,1,1,0,1,0,0,0,38772,3
83,1,1,1,1,0,0,0,0,0,26167,3
84,0,0,0,1,0,0,1,0,0,35856,3
85,1,1,1,0,0,0,0,0,0,25330,3
86,1,0,1,0,1,0,0,0,0,45933,3
87,1,0,1,1,0,0,0,0,0,15302,3
88,1,0,1,0,0,1,0,0,0,22390,3
89,1,0,0,0,1,0,0,0,0,29277,3
90,1,0,1,0,1,1,0,0,0,40498,3
91,1,1,1,0,0,0,0,0,0,11261,3
92,1,0,1,0,0,0,0,0,0,27475,3
93,1,0,1,0,0,0,0,0,0,46474,3
94,1,1,0,0,0,0,0,1,0,23810,3
95,1,0,1,0,0,1,0,0,0,40619,3
96,1,1,1,0,0,0,0,0,0,10930,3
97,1,1,1,0,0,0,0,0,0,19093,3
98,1,1,1,0,0,0,0,0,0,14587,3
99,1,0,1,0,0,0,0,0,0,45003,3
100,1,0,1,1,0,0,0,0,0,27840,3
101,1,0,0,0,0,0,0,0,0,41898,3
102,1,1,1,1,0,0,0,0,0,22132,3
103,1,1,0,1,0,0,0,0,0,9139,16
104,1,1,1,0,0,0,0,0,0,30250,16
105,1,0,1,0,0,0,0,0,0,28466,16
106,0,0,1,0,0,0,0,0,0,45822,16
107,1,0,0,1,1,0,0,0,0,27403,16
108,1,0,1,0,0,0,0,0,0,28475,16
109,1,1,0,0,0,0,0,0,1,28695,16
110,1,0,1,0,0,0,0,0,0,27979,16
111,1,0,0,1,0,0,0,0,0,22564,16
112,1,0,1,0,0,0,0,0,0,33694,16
113,1,0,1,1,0,0,0,0,0,5557,16
114,1,1,0,0,0,0,0,0,0,33828,16
115,1,0,1,0,0,0,0,0,0,28420,16
116,1,1,1,0,1,0,0,0,0,26086,16
117,1,1,1,0,0,0,0,0,0,7529,16
118,1,0,1,1,0,1,0,0,0,29393,16
119,1,0,1,0,1,0,0,0,0,33916,16
120,1,0,1,1,0,0,0,0,0,41143,16
121,1,1,1,1,0,1,0,0,0,23183,16
122,1,0,0,0,0,0,0,0,0,45071,16
123,1,1,1,0,0,0,0,0,0,39539,16
124,1,0,0,0,1,0,0,0,0,35577,16
125,0,0,0,0,1,0,0,0,0,8532,16
126,1,1,1,0,1,0,0,0,0,25166,16
127,1,0,0,0,1,0,0,0,0,19580,16
128,1,1,1,1,0,0,0,0,0,36101,16
129,1,0,0,1,1,0,0,0,0,25645,16
130,1,0,0,1,1,0,0,0,0,23770,16
131,1,0,1,1,1,0,0,0,0,41297,16
132,1,1,0,0,0,1,0,0,0,20953,16
133,1,1,0,1,0,0,0,0,0,9140,16
134,1,0,1,1,0,0,0,0,0,3083,16
135,1,0,1,1,1,1,0,0,0,40488,16
136,1,0,1,1,0,0,0,0,0,22228,16
137,1,0,0,1,1,0,0,0,0,23024,16
138,1,0,1,1,1,0,0,0,0,19485,16
139,1,1,1,1,1,1,0,0,0,39741,16
140,1,0,0,0,0,0,0,0,0,46538,16
141,1,0,0,0,1,0,0,0,0,27520,16
142,1,1,1,0,1,0,0,0,0,45966,16
143,1,0,1,0,1,0,0,0,0,36495,16
144,1,0,0,1,0,1,0,1,0,38653,16
145,1,0,1,1,1,1,0,0,0,5547,16
146,1,1,1,0,0,1,0,0,0,37666,16
147,1,1,1,1,1,0,0,0,0,40325,16
148,1,0,1,0,0,1,0,0,0,40048,16
149,0,0,1,0,0,0,0,0,0,35493,16
150,1,0,0,1,0,0,0,0,0,26541,16
151,1,0,1,1,0,0,0,0,0,29163,16
152,1,1,1,0,1,0,0,0,0,30968,16
153,1,0,1,1,0,0,0,0,0,21977,16
154,1,0,0,0,1,1,0,1,0,40983,16
155,1,1,0,1,1,0,0,0,0,30454,16
156,1,0,1,0,0,0,0,0,0,40991,16
157,1,0,1,1,0,0,0,0,0,26812,16
158,1,1,1,1,0,0,0,0,0,3308,16
159,1,0,1,0,1,0,0,0,0,32159,16
160,1,0,1,0,0,0,0,0,0,44528,16
161,1,1,1,0,0,0,0,0,0,33302,16
162,1,1,1,1,0,0,0,1,0,32989,16
163,1,1,1,0,0,0,0,0,0,26189,16
164,1,1,1,1,0,0,0,0,0,36825,16
165,1,0,1,1,0,0,0,1,0,39662,16
166,1,1,1,1,0,0,1,0,0,25467,16
167,1,1,0,1,0,0,0,0,0,31492,16
168,1,0,1,0,1,0,0,1,0,37117,16
169,1,1,0,0,1,1,0,0,0,31201,16
170,1,1,1,1,0,0,0,1,0,32280,16
171,1,1,1,0,0,0,0,0,0,25463,16
172,1,0,1,0,0,0,0,0,0,26434,16
173,1,1,1,0,0,0,0,0,0,45412,16
174,0,0,1,0,0,0,0,0,0,2912,16
175,1,1,1,0,0,0,0,0,0,9555,16
176,1,0,1,1,1,0,0,0,0,27461,16
177,1,1,1,0,0,0,0,0,0,30605,16
178,1,1,1,0,1,0,0,0,0,32423,16
179,1,1,1,1,0,0,0,0,0,30590,16
180,1,1,1,1,0,0,0,0,0,26603,16
181,1,0,1,1,1,0,0,0,0,29383,16
182,1,0,1,1,0,0,0,0,0,39639,16
183,1,0,0,1,1,0,0,0,0,36899,16
184,1,0,0,0,1,0,0,0,0,14020,16
185,1,1,1,0,0,0,0,0,0,26818,16
186,0,0,0,1,0,0,0,0,0,39787,16
187,1,0,0,1,1,0,0,0,0,15170,16
188,0,0,1,1,1,0,0,0,0,22420,16
189,1,1,0,0,0,0,0,0,0,47030,16
190,1,0,0,0,1,0,0,0,0,39585,16
191,1,1,1,1,1,0,0,0,0,26475,16
192,1,0,0,1,0,0,0,0,0,40111,16
193,1,0,1,0,0,0,0,0,0,45572,16
194,1,1,1,1,0,0,0,0,0,18523,16
195,1,0,0,1,0,0,0,1,0,35338,16
196,1,1,0,0,0,0,0,0,0,7177,16
197,1,1,1,1,0,1,0,0,0,22801,16
198,1,1,0,0,0,0,0,0,0,39461,16
199,1,1,1,1,1,0,0,1,0,23484,16
200,1,1,1,1,0,0,0,0,0,22464,16
201,1,1,1,0,0,0,0,0,0,31528,16
202,1,1,1,1,0,0,0,0,0,21099,16
203,1,1,1,0,0,0,0,0,0,37162,16
204,1,1,0,1,0,0,0,0,0,36521,16
205,1,1,1,0,0,0,0,0,0,38997,16
206,1,1,0,1,0,1,0,0,0,26682,16
207,1,0,1,1,0,0,0,0,0,29979,16
208,1,1,1,0,0,0,0,0,0,34791,16
209,1,1,1,0,1,0,0,0,0,26388,16
210,1,1,0,0,0,0,0,0,0,9142,16
211,1,1,1,1,1,0,0,1,0,39704,16
212,1,0,1,1,0,0,0,0,0,40113,16
213,1,1,1,1,1,0,0,0,0,39289,16
214,1,1,1,1,0,0,0,1,0,40720,16
215,1,1,1,1,0,0,0,0,0,40392,16
216,1,1,1,1,0,0,0,0,0,31248,16
217,1,1,1,1,0,0,0,0,0,26117,16
218,1,1,1,1,0,1,0,0,0,22799,16
219,1,1,1,0,0,0,0,0,0,26469,16
220,1,1,0,0,0,0,1,1,0,34838,16
221,1,1,1,1,0,0,1,0,0,33740,17
222,1,0,1,1,0,0,0,0,0,28453,17
223,1,0,1,1,1,0,0,0,0,45867,17
224,1,0,1,1,0,0,0,1,0,22299,17
225,1,1,1,0,0,0,1,0,0,31618,17
226,1,1,0,0,0,0,0,0,0,26823,17
227,1,1,1,0,1,0,0,0,0,8377,17
228,1,0,0,1,1,0,0,0,0,46670,17
229,1,1,1,0,0,0,0,1,0,28466,17
230,1,0,1,0,1,0,0,0,0,44481,17
231,1,1,1,1,0,1,0,0,0,15049,17
232,1,1,1,0,0,0,0,0,0,32354,17
233,1,1,0,1,1,1,0,0,0,32835,17
234,1,1,1,1,1,0,0,0,0,45184,17
235,1,1,0,0,1,0,0,0,0,28244,17
236,1,1,1,1,0,0,0,0,0,40725,17
237,1,1,1,0,0,0,0,0,1,26560,17
238,1,1,1,1,0,0,0,1,0,12925,17
239,1,1,0,0,0,0,0,0,0,36237,17
240,1,0,0,1,0,0,0,0,0,19485,17
241,1,0,0,1,0,0,0,0,0,22564,17
242,1,1,1,1,1,1,0,1,0,37054,17
243,1,0,1,0,0,0,0,1,0,45239,17
244,1,0,1,1,0,1,0,0,0,37959,17
245,1,1,0,1,0,0,0,0,0,34380,17
246,1,0,1,0,0,0,0,0,0,7076,17
247,1,1,1,1,1,1,0,0,0,29103,17
248,1,1,0,0,0,0,0,0,0,25878,17
249,1,1,1,1,0,0,0,0,0,37179,17
250,1,1,1,1,0,0,0,0,0,14008,17
251,1,0,0,0,0,0,0,0,0,30127,17
252,1,1,1,1,0,0,1,0,0,3140,17
253,1,0,0,0,0,0,0,0,0,15057,17
254,1,1,1,1,0,0,0,0,0,36995,17
255,0,0,1,1,0,0,0,0,0,22078,16
256,0,0,1,1,0,0,0,1,0,41111,16
257,1,1,1,1,0,0,0,0,0,23411,16
258,1,1,1,1,1,0,0,0,0,29866,16
259,1,1,1,0,0,0,0,0,0,26698,16
260,1,0,1,1,1,0,0,0,0,12402,16
261,1,1,0,1,0,0,0,0,0,39578,16
262,1,0,1,0,1,0,0,1,0,15637,16
263,1,1,1,0,0,0,0,0,0,36232,16
264,1,1,1,1,0,0,0,0,0,27549,16
265,1,1,1,1,0,0,0,1,0,41139,16
266,1,0,1,0,1,0,0,0,0,25750,16
267,0,1,1,0,0,0,0,0,1,16078,16
268,1,1,1,0,1,0,0,1,0,45662,16
269,1,1,1,0,0,1,0,0,0,30865,16
270,1,0,1,1,0,0,0,0,0,46674,16
271,1,1,1,0,0,0,0,0,0,26247,16
272,1,1,1,0,0,1,1,0,0,30745,16
273,1,1,1,0,1,0,0,1,0,44635,16
274,0,1,0,1,0,0,1,0,0,16073,16
275,1,0,0,0,0,0,0,0,0,30421,16
276,1,0,1,0,0,0,1,0,0,21123,16
277,1,1,1,1,0,0,0,0,0,11288,16
278,1,0,1,0,0,1,0,0,0,3299,16
279,1,1,1,1,0,0,0,0,0,25411,16
280,1,0,0,1,0,0,0,0,0,2391,16
281,1,1,1,1,1,1,0,1,0,36795,16
282,1,0,0,1,0,0,0,0,0,38782,16
283,1,0,1,0,0,0,0,0,0,29390,16
284,1,1,0,1,0,0,0,0,0,19648,16
285,1,0,1,1,0,1,1,0,0,10164,16
286,0,1,1,1,0,0,0,0,0,29492,16
287,1,0,0,1,0,0,0,0,0,29538,16
288,1,1,1,0,0,0,0,0,0,10350,16
289,1,0,0,1,1,0,0,1,0,3086,16
290,1,1,1,1,0,0,1,0,0,4769,16
291,1,1,1,1,0,0,0,0,0,35003,16
292,1,1,0,0,0,0,1,0,0,5433,16
293,1,0,1,1,0,1,0,0,0,29132,16
294,1,1,0,1,1,0,0,0,0,28394,16
295,1,1,0,1,0,1,0,0,0,22314,16
296,1,0,0,0,0,0,0,0,0,13734,17
297,1,1,0,0,0,0,0,0,0,34189,17
298,1,0,1,1,0,0,0,0,0,7473,17
299,1,0,1,1,0,1,0,0,0,23770,17
300,1,0,1,0,1,0,0,0,0,25196,17
301,1,1,0,0,0,0,0,1,0,9567,17
302,0,0,0,1,0,1,0,0,0,39615,17
303,0,1,1,0,1,0,0,0,0,45822,17
304,1,1,1,1,1,0,0,0,0,9139,17
305,1,1,0,0,0,0,0,0,0,19580,17
306,1,0,1,1,0,0,0,0,0,19295,17
307,1,0,0,0,0,0,0,1,0,38650,17
308,1,1,0,0,1,0,0,0,0,33828,17
309,1,0,1,0,1,0,0,1,0,45333,17
310,1,1,1,1,1,1,0,1,0,23923,17
311,1,1,1,0,0,1,0,0,0,46454,17
312,1,1,1,0,0,1,0,0,0,37790,17
313,1,1,1,1,0,0,0,1,0,39154,17
314,1,1,1,1,0,1,1,0,0,29393,17
315,1,1,1,0,0,0,0,0,0,28475,17
316,1,0,1,0,0,1,0,0,0,41143,17
317,1,1,1,0,0,0,0,0,0,27979,17
318,1,0,1,1,0,1,0,0,0,5557,17
319,1,0,0,0,0,1,0,0,0,20953,17
320,1,1,1,0,0,0,0,1,0,30250,17
321,1,0,0,1,1,1,0,0,0,15170,17
322,1,1,1,0,0,0,0,0,0,33694,17
323,1,1,1,0,0,0,0,0,1,26086,17
324,1,0,0,0,0,0,1,0,0,7048,17
325,1,1,0,1,1,1,0,1,0,18044,17
326,1,0,1,1,1,0,0,0,0,41297,17
327,1,1,0,1,0,0,0,0,0,9140,17
328,1,1,1,1,1,0,0,0,0,33760,17
329,1,1,1,0,1,0,0,0,0,33916,17
330,1,1,1,0,1,0,0,1,0,45966,17
331,1,1,1,1,0,0,0,0,0,9555,17
332,1,0,0,1,1,0,0,0,0,25645,17
333,1,0,1,1,0,0,1,0,0,3083,17
334,1,1,1,1,0,0,0,1,0,23183,17
335,1,0,1,1,1,0,0,0,0,27403,17
336,0,0,0,1,0,0,0,0,0,16159,16
337,1,1,1,0,1,0,0,0,0,18080,16
338,1,0,1,1,0,0,0,0,0,24870,16
339,1,0,0,1,1,0,0,0,0,8116,16
340,1,1,0,1,0,0,1,0,0,13721,16
341,1,0,0,0,0,0,0,0,0,10419,16
342,0,1,1,0,0,1,0,0,0,40925,16
343,1,0,1,1,0,0,0,0,0,40674,16
344,1,0,1,0,1,0,1,0,0,46086,16
345,1,1,0,1,1,0,0,0,0,30990,16
346,1,1,1,1,0,0,0,0,0,24986,16
347,1,1,0,1,0,0,0,0,0,45571,16
348,1,0,1,1,0,0,0,0,0,26099,16
349,1,1,0,1,0,0,0,1,0,36895,16
350,1,0,1,1,0,0,0,0,0,38643,16
351,1,1,1,0,0,0,0,0,0,29522,16
352,1,0,1,1,0,0,0,0,0,28190,16
353,1,1,1,0,1,0,0,0,0,22938,16
354,1,1,1,0,0,0,1,0,0,28992,16
355,1,0,0,1,0,0,0,0,0,5348,16
356,1,1,1,0,0,0,0,0,0,34633,16
357,1,1,1,1,0,0,0,0,0,34859,16
358,1,1,1,0,0,1,0,0,0,19428,16
359,1,1,1,0,0,1,0,1,0,33860,16
360,1,0,0,1,0,0,0,1,0,6754,16
361,1,1,1,0,1,0,1,0,0,4396,16
362,1,0,1,1,0,1,0,0,0,40048,17
363,1,1,1,1,1,0,0,0,0,7529,17
364,1,0,1,1,1,0,1,1,0,22228,17
365,1,1,0,0,0,0,0,0,1,28695,17
366,1,0,1,1,1,1,0,0,0,40983,17
367,1,0,0,0,0,0,0,1,0,45071,17
368,1,0,0,0,1,0,0,0,0,35577,17
369,0,0,0,0,1,0,0,0,0,8532,17
370,1,0,0,0,1,0,0,0,0,46538,17
371,1,0,1,1,0,1,0,0,0,40488,17
372,1,1,1,1,0,1,0,0,0,37666,17
373,1,0,1,0,1,0,0,0,0,24631,17
374,1,1,1,1,1,0,0,1,0,40325,17
375,1,1,1,1,1,1,0,0,0,39741,17
376,1,0,0,0,1,0,0,0,0,14020,17
377,1,1,1,0,1,0,0,0,0,25166,17
378,1,1,0,1,1,0,0,1,0,30454,17
379,1,1,1,0,1,0,0,1,0,32423,17
380,1,0,1,0,1,0,0,0,0,36495,17
381,1,1,0,0,1,0,0,0,0,29618,17
382,1,1,1,0,0,0,0,0,0,33302,17
383,1,1,1,0,1,0,1,0,0,30968,17
384,1,0,0,1,1,0,0,0,0,27520,17
385,1,1,1,1,1,0,0,1,0,3308,17
386,1,1,1,0,1,0,0,0,0,31201,17
387,1,1,0,1,1,0,0,0,0,31492,17
388,1,0,0,1,0,1,0,1,0,38653,17
389,1,1,1,1,0,0,0,1,0,26189,17
390,1,0,1,1,1,1,0,0,0,40991,17
391,1,1,1,1,1,1,0,1,0,36101,17
392,1,0,1,0,0,0,0,0,0,26434,17
393,1,0,1,0,0,0,0,0,0,28420,17
394,1,0,1,0,0,0,0,0,0,28914,16
395,1,0,1,0,0,0,0,0,0,37203,16
396,1,0,1,0,1,0,0,0,0,44579,16
397,1,1,1,0,0,0,0,0,0,37883,16
398,1,0,0,1,0,0,0,0,0,5339,16
399,1,0,1,0,0,0,1,0,0,15630,16
400,1,0,1,1,1,1,0,0,0,45172,16
401,1,0,1,1,0,0,0,0,0,25405,16
402,1,1,0,0,0,0,0,0,0,40278,16
403,1,1,0,0,1,0,1,0,0,26490,16
404,1,0,1,0,0,0,0,1,0,19711,16
405,1,0,0,0,1,1,0,0,0,43452,16
406,1,1,1,0,0,0,0,0,0,26727,16
407,1,1,1,1,0,0,0,0,1,22061,16
408,1,0,1,1,0,0,0,0,0,30124,16
409,1,0,1,0,0,0,0,1,0,37601,16
410,1,1,1,0,0,0,0,0,0,33515,16
411,1,1,1,1,0,0,0,0,0,9173,16
412,1,0,1,1,1,1,0,1,0,32159,17
413,1,1,1,0,1,0,0,1,0,39539,17
414,1,0,1,1,0,0,0,0,0,26812,17
415,1,1,1,1,1,1,0,1,0,39639,17
416,0,0,1,1,0,0,0,0,0,22078,17
417,1,0,1,0,0,0,1,0,0,44528,17
418,0,1,1,1,0,1,0,0,0,36825,17
419,1,1,1,1,0,0,0,1,0,32989,17
420,1,1,1,0,1,0,0,0,0,25463,17
421,1,0,1,1,0,1,1,0,0,36899,17
422,1,1,1,1,1,1,0,1,0,38997,17
423,1,1,1,1,0,0,0,0,0,25477,16
424,1,1,1,1,1,1,0,1,0,23484,17
425,1,0,1,1,1,0,0,1,0,22161,16
426,1,0,1,1,1,0,0,0,0,29383,17
427,1,1,0,1,1,0,0,1,0,32280,17
428,1,1,1,1,0,0,1,0,0,30590,17
429,1,1,1,1,0,0,0,0,0,32977,16
430,1,1,1,1,0,0,0,0,0,25701,16
431,1,0,0,1,0,0,1,0,0,16159,17
432,1,1,1,0,0,0,0,0,0,31229,16
433,1,1,1,0,0,0,0,0,0,33965,16
434,1,1,1,0,1,0,0,1,0,30605,17
435,1,0,1,1,0,0,0,0,0,35647,16
436,1,1,1,1,0,0,0,0,0,2570,16
437,1,1,1,1,1,0,0,0,0,31248,17
438,1,1,1,1,1,0,0,1,1,26475,17
439,1,1,1,1,1,1,0,0,0,22464,17
440,1,1,1,1,1,1,0,0,0,26818,17
441,1,1,1,1,1,1,0,1,0,41139,17
442,1,1,0,1,0,0,0,0,0,46459,16
443,1,0,0,1,1,1,0,0,0,40111,17
444,1,0,1,1,1,1,0,1,0,27461,17
445,1,1,1,1,0,0,1,0,0,21099,17
446,1,0,0,0,1,0,0,1,0,23024,17
447,1,1,0,0,0,0,0,0,0,34791,17
448,1,0,1,1,1,1,0,0,0,40113,17
449,1,0,1,1,1,0,0,1,0,39662,17
450,0,1,1,0,0,0,0,0,0,37162,17
451,1,1,1,0,0,1,0,0,0,26247,17
452,1,0,1,1,1,1,0,0,0,5547,17
453,1,1,0,1,1,1,0,0,0,39585,17
454,1,0,1,1,1,1,1,1,0,21977,17
455,1,1,1,1,1,0,0,0,0,29163,17
456,1,0,1,0,0,1,0,0,0,35493,17
457,1,1,0,0,0,0,0,0,0,9142,17
458,1,1,1,0,0,1,0,0,0,22801,17
459,1,0,1,1,1,0,0,1,0,29866,17
460,1,1,1,1,1,1,0,0,0,26603,17
461,1,1,0,1,1,0,0,0,0,7177,17
462,1,1,1,1,1,1,0,0,0,45412,17
463,1,1,0,1,1,0,0,0,0,39461,17
464,0,1,0,1,0,1,0,0,0,26682,17
465,1,0,1,1,1,1,0,0,0,22420,17
466,1,1,0,0,0,0,0,0,0,47030,3
467,1,1,1,0,1,0,0,0,0,26469,17
468,1,1,1,1,1,1,0,0,0,18523,17
469,1,1,1,1,1,0,0,1,0,37117,17
470,1,1,1,1,1,0,1,0,0,25467,3
471,1,1,1,0,0,1,0,0,0,22799,3
472,1,1,1,1,0,0,0,0,0,8351,16
473,1,1,1,0,0,0,0,1,0,34820,16
474,1,0,0,0,0,0,0,0,0,22708,16
475,1,1,0,0,1,0,0,1,0,16997,16
476,1,1,1,1,0,0,0,0,0,33818,16
477,1,1,1,1,0,0,1,0,0,29813,16
478,1,0,0,0,0,0,0,0,0,30518,16
479,1,1,1,1,1,0,0,1,0,47483,16
480,1,0,1,0,1,0,0,0,0,45173,16
481,1,1,1,0,0,0,0,0,0,30131,16
482,1,0,0,1,1,0,0,0,0,19797,16
483,1,0,1,0,0,0,0,1,0,45739,16
484,1,1,1,0,0,0,0,0,0,32961,16
485,1,0,1,1,1,1,1,1,0,3344,16
486,1,0,1,0,0,0,0,0,0,12158,16
487,1,1,1,0,0,0,0,0,0,37438,16
488,1,1,1,0,1,0,0,1,0,12921,16
489,1,0,0,0,1,0,0,0,0,8115,16
490,1,1,1,1,1,0,0,1,0,27599,16
491,1,1,1,0,0,0,0,0,0,37577,16
492,1,1,1,0,0,0,0,0,0,33239,16
493,1,0,1,0,0,0,0,1,0,30881,16
494,1,1,1,1,1,0,0,1,0,23424,16
495,1,1,1,0,0,0,0,0,0,25534,16
496,1,1,1,0,1,0,0,0,0,46795,16
497,1,1,1,0,1,0,0,0,0,30555,16
498,1,1,0,1,1,0,1,0,1,3205,16
499,1,1,1,1,0,0,0,0,0,37766,16
500,1,1,1,0,1,0,0,0,0,44889,16
501,1,0,1,0,0,0,0,0,0,29500,16
502,1,1,0,0,0,0,0,1,0,7557,16
503,1,1,1,0,0,0,0,0,0,31581,16
504,1,0,1,0,1,0,0,0,0,25128,16
505,1,1,1,0,0,0,0,0,0,26451,16
506,1,1,1,0,0,0,0,0,0,9071,16
507,1,1,1,0,0,0,0,0,0,34271,16
508,1,0,1,0,0,0,0,0,0,22159,16
509,1,1,1,1,1,1,0,0,0,20920,16
510,0,1,0,0,0,0,1,0,0,16073,17
511,1,1,1,1,0,0,0,0,0,23411,17
512,1,1,1,1,0,0,0,1,0,39704,17
513,1,1,1,0,1,0,0,0,0,26388,17
514,1,1,1,0,0,0,0,0,0,36232,17
515,1,1,1,1,0,0,0,0,0,26117,17
516,1,1,1,0,0,0,0,0,0,45572,17
517,1,1,1,0,0,0,0,1,0,34838,17
518,1,1,1,0,1,0,0,1,0,45662,17
519,1,1,0,1,0,1,0,0,0,36521,17
520,1,1,1,0,0,0,0,0,0,30745,17
521,1,1,1,1,1,1,0,0,0,30865,17
522,1,1,1,0,0,0,0,0,0,26698,17
523,1,1,1,1,1,0,0,0,0,29979,17
524,1,1,0,1,0,0,0,0,0,45571,17
525,1,1,1,1,0,0,0,0,0,40392,17
526,1,1,1,0,0,0,0,0,0,33965,17
527,1,1,1,0,0,1,0,0,0,41134,16
528,1,1,1,0,0,0,0,0,0,34119,16
529,1,0,1,1,0,1,0,0,0,19066,16
530,1,1,1,1,0,1,0,0,0,14654,16
531,1,1,1,0,0,1,0,0,0,44653,16
532,1,0,0,0,0,0,0,1,0,38841,16
533,1,0,1,1,1,0,1,1,0,25769,16
534,1,0,1,0,1,0,0,0,0,25335,16
535,1,0,1,0,0,0,0,1,0,40615,16
536,1,0,0,1,0,0,0,1,0,23999,16
537,1,1,1,1,1,1,0,0,0,29638,16
538,1,1,1,0,0,1,0,0,0,7813,16
539,1,1,1,0,1,0,0,0,0,15956,16
540,1,0,0,0,0,0,0,0,0,29044,16
541,1,1,1,1,0,0,0,0,0,9885,16
542,1,0,0,1,0,0,1,0,0,10334,16
543,1,1,1,0,1,0,0,0,0,12857,16
544,1,1,0,1,0,0,0,0,0,44838,16
545,1,1,0,1,0,0,0,0,0,33573,16
546,1,1,0,0,0,0,0,0,0,2620,16
547,1,1,0,1,0,1,0,0,0,2402,16
548,1,1,1,0,0,0,0,0,0,36611,16
549,1,1,1,1,1,1,0,1,0,34632,16
550,1,1,1,0,0,1,0,1,0,45610,16
551,1,1,1,1,1,0,0,0,0,33731,16
552,1,0,1,0,0,0,0,0,0,35550,16
